user_id,product_id,product_name,category,rating,purchase_count,price,total_spent,purchase_date
266,42,El Arte de la Guerra,Libros,4,3,32.45,97.35,2025-10-24
84,15,Vestido Casual,Ropa,5,3,328.44,985.32,2025-09-05
273,29,Cortinas Blackout,Hogar,5,1,425.27,425.27,2025-10-11
170,26,Alfombra Moderna,Hogar,5,3,174.93,524.79,2025-07-21
323,1,Laptop HP,Electrónica,4,3,323.32,969.96,2025-08-18
296,49,Clean Code,Libros,5,1,321.49,321.49,2025-09-01
323,13,Zapatillas Running,Ropa,4,2,23.0,46.0,2025-12-07
421,39,Pesas Ajustables,Deportes,5,3,432.24,1296.72,2025-12-16
98,36,Banda Elástica,Deportes,5,2,280.5,561.0,2025-07-21
105,27,Set de Toallas,Hogar,5,3,55.45,166.35,2025-12-29
362,7,Tablet Android,Electrónica,5,3,447.17,1341.51,2025-09-13
270,38,Bicicleta Estática,Deportes,5,3,313.07,939.21,2025-10-18
280,13,Zapatillas Running,Ropa,5,3,23.0,69.0,2025-11-07
313,5,Auriculares Bluetooth,Electrónica,4,2,370.87,741.74,2025-11-17
483,46,Data Science Handbook,Libros,4,2,124.07,248.14,2025-07-17
107,44,Inteligencia Artificial,Libros,4,2,151.8,303.6,2025-08-23
479,37,Guantes Gimnasio,Deportes,4,2,416.41,832.82,2025-12-13
294,17,Sudadera con Capucha,Ropa,5,2,118.02,236.04,2025-10-17
489,13,Zapatillas Running,Ropa,2,1,23.0,23.0,2025-11-01
490,4,"Monitor 24""",Electrónica,3,2,119.37,238.74,2025-07-30
132,29,Cortinas Blackout,Hogar,4,3,425.27,1275.81,2025-11-05
478,25,Espejo de Pared,Hogar,4,3,479.03,1437.09,2025-08-16
123,3,Teclado Mecánico,Electrónica,5,1,144.76,144.76,2025-12-19
212,38,Bicicleta Estática,Deportes,4,1,313.07,313.07,2026-01-12
494,12,Jeans Clásicos,Ropa,5,2,257.62,515.24,2025-09-13
334,38,Bicicleta Estática,Deportes,4,3,313.07,939.21,2025-12-29
465,37,Guantes Gimnasio,Deportes,5,1,416.41,416.41,2025-08-30
379,31,Mancuernas 5kg,Deportes,5,1,405.49,405.49,2025-09-29
452,16,Pantalón Formal,Ropa,5,1,277.02,277.02,2025-10-04
404,42,El Arte de la Guerra,Libros,5,2,32.45,64.9,2026-01-04
5,3,Teclado Mecánico,Electrónica,5,2,144.76,289.52,2025-11-02
233,44,Inteligencia Artificial,Libros,5,2,151.8,303.6,2025-12-10
436,23,Juego de Sábanas,Hogar,4,1,176.72,176.72,2025-10-21
84,45,Cien Años Soledad,Libros,5,3,49.1,147.3,2025-11-27
8,48,Deep Learning,Libros,4,3,146.21,438.63,2025-07-25
388,40,Kit Yoga Completo,Deportes,5,3,292.9,878.7,2025-10-22
45,24,Organizador Cocina,Hogar,4,1,86.18,86.18,2025-09-13
166,10,Mousepad Gaming,Electrónica,3,2,24.6,49.2,2025-11-14
229,21,Lámpara LED,Hogar,5,2,404.85,809.7,2025-08-17
371,37,Guantes Gimnasio,Deportes,5,3,416.41,1249.23,2025-11-14
32,29,Cortinas Blackout,Hogar,4,2,425.27,850.54,2025-07-22
258,50,El Principito,Libros,5,2,188.77,377.54,2025-07-21
61,14,Chaqueta Invierno,Ropa,4,1,107.43,107.43,2025-11-18
491,30,Macetas Decorativas,Hogar,5,3,305.83,917.49,2025-10-10
213,27,Set de Toallas,Hogar,5,3,55.45,166.35,2025-07-27
423,31,Mancuernas 5kg,Deportes,5,3,405.49,1216.47,2025-12-24
270,29,Cortinas Blackout,Hogar,3,3,425.27,1275.81,2025-12-16
32,39,Pesas Ajustables,Deportes,5,1,432.24,432.24,2025-08-20
275,36,Banda Elástica,Deportes,5,2,280.5,561.0,2025-12-15
349,23,Juego de Sábanas,Hogar,5,3,176.72,530.16,2025-09-21
415,33,Botella Térmica,Deportes,5,2,272.75,545.5,2025-08-22
30,24,Organizador Cocina,Hogar,5,2,86.18,172.36,2025-11-09
419,13,Zapatillas Running,Ropa,5,1,23.0,23.0,2025-09-27
177,19,Shorts Deportivos,Ropa,5,1,406.62,406.62,2025-12-27
479,5,Auriculares Bluetooth,Electrónica,5,1,370.87,370.87,2025-08-02
374,24,Organizador Cocina,Hogar,4,2,86.18,172.36,2025-09-21
446,50,El Principito,Libros,4,1,188.77,188.77,2025-07-23
494,14,Chaqueta Invierno,Ropa,5,2,107.43,214.86,2025-12-14
92,47,1984,Libros,3,1,59.49,59.49,2025-11-17
428,1,Laptop HP,Electrónica,5,2,323.32,646.64,2025-07-25
369,15,Vestido Casual,Ropa,5,1,328.44,328.44,2025-09-18
178,39,Pesas Ajustables,Deportes,5,3,432.24,1296.72,2025-12-16
17,49,Clean Code,Libros,5,1,321.49,321.49,2025-11-13
106,48,Deep Learning,Libros,3,3,146.21,438.63,2025-07-25
361,33,Botella Térmica,Deportes,4,1,272.75,272.75,2025-10-03
225,33,Botella Térmica,Deportes,5,1,272.75,272.75,2025-12-09
258,20,Camisa de Vestir,Ropa,2,3,13.18,39.54,2025-08-19
164,38,Bicicleta Estática,Deportes,4,1,313.07,313.07,2025-07-28
267,1,Laptop HP,Electrónica,4,3,323.32,969.96,2025-08-15
451,11,Camiseta Deportiva,Ropa,2,3,117.13,351.39,2025-09-26
285,19,Shorts Deportivos,Ropa,5,3,406.62,1219.86,2025-10-08
403,24,Organizador Cocina,Hogar,5,2,86.18,172.36,2025-10-09
95,44,Inteligencia Artificial,Libros,5,1,151.8,151.8,2025-10-29
440,16,Pantalón Formal,Ropa,5,1,277.02,277.02,2025-08-23
212,20,Camisa de Vestir,Ropa,5,1,13.18,13.18,2025-10-06
125,10,Mousepad Gaming,Electrónica,5,2,24.6,49.2,2025-10-11
48,38,Bicicleta Estática,Deportes,3,2,313.07,626.14,2025-07-25
310,12,Jeans Clásicos,Ropa,4,3,257.62,772.86,2025-07-26
287,49,Clean Code,Libros,5,2,321.49,642.98,2025-10-28
490,1,Laptop HP,Electrónica,2,1,323.32,323.32,2025-12-14
383,3,Teclado Mecánico,Electrónica,5,1,144.76,144.76,2025-07-19
310,50,El Principito,Libros,3,1,188.77,188.77,2025-08-25
165,18,Zapatos Formales,Ropa,3,3,298.74,896.22,2025-07-31
184,29,Cortinas Blackout,Hogar,5,2,425.27,850.54,2025-09-16
51,43,Sapiens,Libros,4,2,121.67,243.34,2025-11-22
190,17,Sudadera con Capucha,Ropa,5,1,118.02,118.02,2025-12-07
9,45,Cien Años Soledad,Libros,5,2,49.1,98.2,2025-10-30
79,10,Mousepad Gaming,Electrónica,4,1,24.6,24.6,2025-09-08
282,48,Deep Learning,Libros,4,2,146.21,292.42,2025-08-02
379,29,Cortinas Blackout,Hogar,5,2,425.27,850.54,2025-12-01
72,30,Macetas Decorativas,Hogar,5,3,305.83,917.49,2025-08-02
491,26,Alfombra Moderna,Hogar,5,1,174.93,174.93,2025-07-26
25,12,Jeans Clásicos,Ropa,3,3,257.62,772.86,2025-11-15
35,6,Webcam HD,Electrónica,1,3,341.58,1024.74,2025-09-19
192,6,Webcam HD,Electrónica,5,1,341.58,341.58,2026-01-12
273,46,Data Science Handbook,Libros,3,3,124.07,372.21,2025-11-04
275,33,Botella Térmica,Deportes,3,3,272.75,818.25,2025-07-25
221,9,Hub USB,Electrónica,5,1,216.74,216.74,2025-12-20
269,17,Sudadera con Capucha,Ropa,5,2,118.02,236.04,2025-10-15
137,24,Organizador Cocina,Hogar,3,2,86.18,172.36,2025-09-18
290,2,Mouse Inalámbrico,Electrónica,4,3,22.26,66.78,2025-12-24
335,2,Mouse Inalámbrico,Electrónica,3,1,22.26,22.26,2025-12-21
208,37,Guantes Gimnasio,Deportes,3,1,416.41,416.41,2025-07-18
88,12,Jeans Clásicos,Ropa,5,2,257.62,515.24,2025-08-22
440,11,Camiseta Deportiva,Ropa,5,1,117.13,117.13,2025-11-16
109,30,Macetas Decorativas,Hogar,5,3,305.83,917.49,2025-09-14
139,38,Bicicleta Estática,Deportes,5,2,313.07,626.14,2025-08-27
289,3,Teclado Mecánico,Electrónica,5,2,144.76,289.52,2026-01-09
493,11,Camiseta Deportiva,Ropa,5,3,117.13,351.39,2025-10-04
476,47,1984,Libros,5,3,59.49,178.47,2025-10-06
347,29,Cortinas Blackout,Hogar,4,3,425.27,1275.81,2025-12-09
405,17,Sudadera con Capucha,Ropa,4,3,118.02,354.06,2025-10-17
28,46,Data Science Handbook,Libros,5,2,124.07,248.14,2025-08-12
394,20,Camisa de Vestir,Ropa,4,2,13.18,26.36,2026-01-06
325,31,Mancuernas 5kg,Deportes,5,2,405.49,810.98,2025-08-25
482,44,Inteligencia Artificial,Libros,5,3,151.8,455.4,2025-10-08
44,43,Sapiens,Libros,4,1,121.67,121.67,2025-12-26
43,23,Juego de Sábanas,Hogar,5,3,176.72,530.16,2025-12-05
379,17,Sudadera con Capucha,Ropa,4,1,118.02,118.02,2025-10-27
228,34,Cuerda Saltar,Deportes,4,1,486.83,486.83,2025-11-27
221,22,Cojines Decorativos,Hogar,5,1,352.09,352.09,2026-01-07
46,20,Camisa de Vestir,Ropa,5,2,13.18,26.36,2025-10-07
7,42,El Arte de la Guerra,Libros,5,3,32.45,97.35,2025-08-23
464,36,Banda Elástica,Deportes,4,3,280.5,841.5,2025-12-01
351,21,Lámpara LED,Hogar,4,2,404.85,809.7,2025-09-09
75,29,Cortinas Blackout,Hogar,4,2,425.27,850.54,2025-09-12
401,44,Inteligencia Artificial,Libros,5,3,151.8,455.4,2025-08-06
254,20,Camisa de Vestir,Ropa,5,1,13.18,13.18,2025-10-28
4,32,Colchoneta Yoga,Deportes,3,3,367.57,1102.71,2025-10-08
412,29,Cortinas Blackout,Hogar,5,2,425.27,850.54,2025-07-31
499,20,Camisa de Vestir,Ropa,4,3,13.18,39.54,2025-11-23
246,33,Botella Térmica,Deportes,5,2,272.75,545.5,2025-07-20
325,46,Data Science Handbook,Libros,5,2,124.07,248.14,2025-10-09
144,37,Guantes Gimnasio,Deportes,4,1,416.41,416.41,2025-08-22
103,20,Camisa de Vestir,Ropa,4,3,13.18,39.54,2026-01-07
488,26,Alfombra Moderna,Hogar,5,1,174.93,174.93,2025-09-23
409,22,Cojines Decorativos,Hogar,3,2,352.09,704.18,2025-07-25
256,26,Alfombra Moderna,Hogar,4,3,174.93,524.79,2025-12-05
367,4,"Monitor 24""",Electrónica,3,3,119.37,358.11,2025-09-13
299,2,Mouse Inalámbrico,Electrónica,5,2,22.26,44.52,2025-07-18
459,22,Cojines Decorativos,Hogar,5,1,352.09,352.09,2025-12-17
394,12,Jeans Clásicos,Ropa,4,3,257.62,772.86,2025-08-10
23,41,Python para Todos,Libros,5,2,355.24,710.48,2025-09-25
55,39,Pesas Ajustables,Deportes,4,3,432.24,1296.72,2025-09-03
286,45,Cien Años Soledad,Libros,5,2,49.1,98.2,2025-09-17
396,22,Cojines Decorativos,Hogar,4,1,352.09,352.09,2025-09-12
54,29,Cortinas Blackout,Hogar,4,3,425.27,1275.81,2025-12-08
179,50,El Principito,Libros,5,3,188.77,566.31,2025-09-12
179,49,Clean Code,Libros,5,2,321.49,642.98,2025-10-24
35,29,Cortinas Blackout,Hogar,3,2,425.27,850.54,2025-08-01
56,21,Lámpara LED,Hogar,5,3,404.85,1214.55,2025-11-12
265,12,Jeans Clásicos,Ropa,4,2,257.62,515.24,2025-09-17
119,3,Teclado Mecánico,Electrónica,5,1,144.76,144.76,2025-08-03
337,23,Juego de Sábanas,Hogar,5,1,176.72,176.72,2025-09-20
304,45,Cien Años Soledad,Libros,5,1,49.1,49.1,2025-11-03
386,39,Pesas Ajustables,Deportes,5,3,432.24,1296.72,2025-12-18
410,43,Sapiens,Libros,2,2,121.67,243.34,2025-11-24
235,25,Espejo de Pared,Hogar,5,3,479.03,1437.09,2025-08-03
161,13,Zapatillas Running,Ropa,5,2,23.0,46.0,2025-10-15
433,35,Pelota Fitness,Deportes,5,3,195.48,586.44,2025-10-29
471,38,Bicicleta Estática,Deportes,5,2,313.07,626.14,2025-12-14
123,2,Mouse Inalámbrico,Electrónica,4,1,22.26,22.26,2025-09-05
199,45,Cien Años Soledad,Libros,5,2,49.1,98.2,2025-11-27
250,2,Mouse Inalámbrico,Electrónica,5,1,22.26,22.26,2025-08-24
86,1,Laptop HP,Electrónica,4,2,323.32,646.64,2025-08-08
28,37,Guantes Gimnasio,Deportes,5,2,416.41,832.82,2025-12-10
100,42,El Arte de la Guerra,Libros,5,3,32.45,97.35,2025-07-30
254,8,Cargador USB-C,Electrónica,5,2,52.6,105.2,2025-09-10
86,9,Hub USB,Electrónica,5,1,216.74,216.74,2025-10-31
17,2,Mouse Inalámbrico,Electrónica,4,2,22.26,44.52,2025-08-22
381,34,Cuerda Saltar,Deportes,3,3,486.83,1460.49,2025-12-16
294,18,Zapatos Formales,Ropa,5,1,298.74,298.74,2025-09-23
280,36,Banda Elástica,Deportes,4,3,280.5,841.5,2025-11-11
153,2,Mouse Inalámbrico,Electrónica,3,2,22.26,44.52,2025-10-16
442,40,Kit Yoga Completo,Deportes,3,1,292.9,292.9,2025-11-14
108,28,Reloj de Pared,Hogar,5,2,57.39,114.78,2025-08-10
324,27,Set de Toallas,Hogar,4,1,55.45,55.45,2025-11-22
413,27,Set de Toallas,Hogar,5,3,55.45,166.35,2025-08-29
87,42,El Arte de la Guerra,Libros,4,3,32.45,97.35,2025-11-06
488,28,Reloj de Pared,Hogar,5,3,57.39,172.17,2025-12-20
70,42,El Arte de la Guerra,Libros,4,1,32.45,32.45,2025-11-04
444,5,Auriculares Bluetooth,Electrónica,5,1,370.87,370.87,2025-12-07
365,7,Tablet Android,Electrónica,5,3,447.17,1341.51,2025-10-05
251,4,"Monitor 24""",Electrónica,4,2,119.37,238.74,2025-10-09
232,37,Guantes Gimnasio,Deportes,5,3,416.41,1249.23,2025-11-03
356,49,Clean Code,Libros,3,2,321.49,642.98,2025-10-22
298,37,Guantes Gimnasio,Deportes,5,2,416.41,832.82,2025-08-04
341,46,Data Science Handbook,Libros,5,2,124.07,248.14,2025-11-19
496,48,Deep Learning,Libros,5,2,146.21,292.42,2025-11-02
173,38,Bicicleta Estática,Deportes,5,2,313.07,626.14,2025-10-18
458,19,Shorts Deportivos,Ropa,3,3,406.62,1219.86,2025-09-18
9,37,Guantes Gimnasio,Deportes,5,1,416.41,416.41,2025-09-26
104,24,Organizador Cocina,Hogar,5,3,86.18,258.54,2025-10-28
82,8,Cargador USB-C,Electrónica,5,1,52.6,52.6,2025-07-30
185,9,Hub USB,Electrónica,5,3,216.74,650.22,2025-12-02
27,41,Python para Todos,Libros,5,1,355.24,355.24,2025-09-26
336,29,Cortinas Blackout,Hogar,3,2,425.27,850.54,2025-12-25
68,25,Espejo de Pared,Hogar,5,1,479.03,479.03,2026-01-11
357,22,Cojines Decorativos,Hogar,5,2,352.09,704.18,2025-07-20
68,7,Tablet Android,Electrónica,4,3,447.17,1341.51,2025-12-18
53,37,Guantes Gimnasio,Deportes,4,1,416.41,416.41,2025-08-02
347,16,Pantalón Formal,Ropa,5,3,277.02,831.06,2025-07-31
85,6,Webcam HD,Electrónica,5,1,341.58,341.58,2025-09-30
316,2,Mouse Inalámbrico,Electrónica,3,1,22.26,22.26,2025-12-09
386,23,Juego de Sábanas,Hogar,4,2,176.72,353.44,2025-10-25
406,48,Deep Learning,Libros,5,1,146.21,146.21,2025-08-25
308,14,Chaqueta Invierno,Ropa,4,3,107.43,322.29,2026-01-07
435,26,Alfombra Moderna,Hogar,4,1,174.93,174.93,2025-09-03
311,32,Colchoneta Yoga,Deportes,4,3,367.57,1102.71,2025-12-31
402,5,Auriculares Bluetooth,Electrónica,5,2,370.87,741.74,2025-10-07
58,50,El Principito,Libros,5,3,188.77,566.31,2026-01-10
185,35,Pelota Fitness,Deportes,2,3,195.48,586.44,2025-09-28
188,32,Colchoneta Yoga,Deportes,5,1,367.57,367.57,2026-01-09
301,32,Colchoneta Yoga,Deportes,4,1,367.57,367.57,2025-10-04
260,48,Deep Learning,Libros,5,2,146.21,292.42,2025-09-27
360,34,Cuerda Saltar,Deportes,4,2,486.83,973.66,2025-12-24
262,36,Banda Elástica,Deportes,5,1,280.5,280.5,2025-08-29
168,49,Clean Code,Libros,4,2,321.49,642.98,2025-11-13
30,29,Cortinas Blackout,Hogar,4,3,425.27,1275.81,2025-08-11
29,37,Guantes Gimnasio,Deportes,4,3,416.41,1249.23,2025-12-09
360,41,Python para Todos,Libros,5,3,355.24,1065.72,2025-09-03
401,33,Botella Térmica,Deportes,4,2,272.75,545.5,2025-12-12
384,35,Pelota Fitness,Deportes,2,1,195.48,195.48,2026-01-06
172,29,Cortinas Blackout,Hogar,2,1,425.27,425.27,2025-11-07
365,15,Vestido Casual,Ropa,3,2,328.44,656.88,2025-09-19
262,24,Organizador Cocina,Hogar,5,1,86.18,86.18,2025-10-11
81,36,Banda Elástica,Deportes,5,3,280.5,841.5,2025-12-15
117,5,Auriculares Bluetooth,Electrónica,3,1,370.87,370.87,2025-11-12
24,48,Deep Learning,Libros,5,1,146.21,146.21,2026-01-04
284,30,Macetas Decorativas,Hogar,5,3,305.83,917.49,2025-09-28
115,35,Pelota Fitness,Deportes,5,2,195.48,390.96,2025-11-05
423,14,Chaqueta Invierno,Ropa,4,3,107.43,322.29,2025-12-31
92,3,Teclado Mecánico,Electrónica,5,1,144.76,144.76,2025-09-16
444,36,Banda Elástica,Deportes,4,3,280.5,841.5,2025-09-19
5,11,Camiseta Deportiva,Ropa,5,2,117.13,234.26,2025-08-07
125,23,Juego de Sábanas,Hogar,5,1,176.72,176.72,2025-08-27
390,34,Cuerda Saltar,Deportes,4,2,486.83,973.66,2026-01-07
120,43,Sapiens,Libros,5,1,121.67,121.67,2025-07-29
193,7,Tablet Android,Electrónica,4,1,447.17,447.17,2025-11-22
272,37,Guantes Gimnasio,Deportes,3,1,416.41,416.41,2025-12-08
365,9,Hub USB,Electrónica,5,3,216.74,650.22,2025-09-30
359,28,Reloj de Pared,Hogar,3,3,57.39,172.17,2025-12-23
298,35,Pelota Fitness,Deportes,5,2,195.48,390.96,2025-12-25
304,36,Banda Elástica,Deportes,5,1,280.5,280.5,2025-11-14
150,38,Bicicleta Estática,Deportes,5,2,313.07,626.14,2025-07-18
426,20,Camisa de Vestir,Ropa,3,2,13.18,26.36,2025-11-15
39,6,Webcam HD,Electrónica,4,3,341.58,1024.74,2025-12-17
80,21,Lámpara LED,Hogar,5,2,404.85,809.7,2025-12-14
275,32,Colchoneta Yoga,Deportes,5,2,367.57,735.14,2025-11-07
437,5,Auriculares Bluetooth,Electrónica,5,2,370.87,741.74,2025-07-17
357,21,Lámpara LED,Hogar,5,2,404.85,809.7,2025-12-07
47,8,Cargador USB-C,Electrónica,5,2,52.6,105.2,2025-09-04
26,7,Tablet Android,Electrónica,5,1,447.17,447.17,2026-01-06
488,14,Chaqueta Invierno,Ropa,5,3,107.43,322.29,2025-11-11
49,48,Deep Learning,Libros,4,1,146.21,146.21,2025-11-18
67,33,Botella Térmica,Deportes,4,3,272.75,818.25,2025-08-01
44,45,Cien Años Soledad,Libros,5,1,49.1,49.1,2026-01-08
34,13,Zapatillas Running,Ropa,5,1,23.0,23.0,2025-10-21
63,26,Alfombra Moderna,Hogar,3,3,174.93,524.79,2025-09-25
421,50,El Principito,Libros,3,2,188.77,377.54,2025-07-23
219,3,Teclado Mecánico,Electrónica,5,2,144.76,289.52,2025-11-03
229,26,Alfombra Moderna,Hogar,3,3,174.93,524.79,2025-08-09
126,39,Pesas Ajustables,Deportes,5,3,432.24,1296.72,2025-09-13
32,27,Set de Toallas,Hogar,4,1,55.45,55.45,2025-08-02
453,18,Zapatos Formales,Ropa,4,3,298.74,896.22,2026-01-09
196,5,Auriculares Bluetooth,Electrónica,4,3,370.87,1112.61,2025-09-11
177,15,Vestido Casual,Ropa,5,2,328.44,656.88,2025-11-05
93,31,Mancuernas 5kg,Deportes,3,2,405.49,810.98,2025-12-30
415,34,Cuerda Saltar,Deportes,5,3,486.83,1460.49,2025-11-15
499,7,Tablet Android,Electrónica,5,2,447.17,894.34,2025-08-30
418,38,Bicicleta Estática,Deportes,4,1,313.07,313.07,2025-08-19
434,21,Lámpara LED,Hogar,3,1,404.85,404.85,2025-11-29
122,16,Pantalón Formal,Ropa,5,3,277.02,831.06,2026-01-06
361,38,Bicicleta Estática,Deportes,5,3,313.07,939.21,2025-12-08
289,17,Sudadera con Capucha,Ropa,5,2,118.02,236.04,2025-08-28
159,3,Teclado Mecánico,Electrónica,3,1,144.76,144.76,2025-08-12
113,31,Mancuernas 5kg,Deportes,3,3,405.49,1216.47,2025-11-23
413,50,El Principito,Libros,5,2,188.77,377.54,2025-12-29
12,22,Cojines Decorativos,Hogar,5,3,352.09,1056.27,2025-10-12
492,17,Sudadera con Capucha,Ropa,5,2,118.02,236.04,2025-08-16
52,34,Cuerda Saltar,Deportes,4,1,486.83,486.83,2025-09-24
406,43,Sapiens,Libros,5,1,121.67,121.67,2025-08-23
356,7,Tablet Android,Electrónica,3,2,447.17,894.34,2025-11-17
341,43,Sapiens,Libros,4,3,121.67,365.01,2025-07-21
151,33,Botella Térmica,Deportes,5,3,272.75,818.25,2025-10-05
436,34,Cuerda Saltar,Deportes,5,1,486.83,486.83,2025-11-28
309,5,Auriculares Bluetooth,Electrónica,5,1,370.87,370.87,2025-09-08
73,4,"Monitor 24""",Electrónica,4,2,119.37,238.74,2025-12-02
326,40,Kit Yoga Completo,Deportes,3,3,292.9,878.7,2025-07-26
328,10,Mousepad Gaming,Electrónica,4,1,24.6,24.6,2025-11-07
108,23,Juego de Sábanas,Hogar,4,1,176.72,176.72,2026-01-13
25,50,El Principito,Libros,5,2,188.77,377.54,2025-09-09
452,25,Espejo de Pared,Hogar,4,2,479.03,958.06,2025-08-19
334,38,Bicicleta Estática,Deportes,4,2,313.07,626.14,2025-12-26
410,5,Auriculares Bluetooth,Electrónica,2,2,370.87,741.74,2025-11-08
488,18,Zapatos Formales,Ropa,4,2,298.74,597.48,2025-12-03
375,25,Espejo de Pared,Hogar,4,3,479.03,1437.09,2025-09-12
361,40,Kit Yoga Completo,Deportes,5,2,292.9,585.8,2025-12-04
28,50,El Principito,Libros,5,2,188.77,377.54,2025-07-19
284,8,Cargador USB-C,Electrónica,5,2,52.6,105.2,2025-07-28
145,34,Cuerda Saltar,Deportes,3,3,486.83,1460.49,2025-08-26
431,16,Pantalón Formal,Ropa,4,2,277.02,554.04,2025-12-22
151,38,Bicicleta Estática,Deportes,5,2,313.07,626.14,2025-11-23
50,44,Inteligencia Artificial,Libros,5,1,151.8,151.8,2025-09-14
433,33,Botella Térmica,Deportes,5,3,272.75,818.25,2025-11-07
47,36,Banda Elástica,Deportes,4,2,280.5,561.0,2025-10-11
96,33,Botella Térmica,Deportes,5,2,272.75,545.5,2025-11-17
429,3,Teclado Mecánico,Electrónica,4,3,144.76,434.28,2025-07-27
50,9,Hub USB,Electrónica,5,2,216.74,433.48,2025-08-16
117,26,Alfombra Moderna,Hogar,5,2,174.93,349.86,2025-08-29
352,20,Camisa de Vestir,Ropa,5,1,13.18,13.18,2025-09-14
154,36,Banda Elástica,Deportes,3,3,280.5,841.5,2025-09-03
410,29,Cortinas Blackout,Hogar,4,2,425.27,850.54,2025-11-30
486,9,Hub USB,Electrónica,5,1,216.74,216.74,2025-12-12
22,6,Webcam HD,Electrónica,5,3,341.58,1024.74,2025-12-07
428,31,Mancuernas 5kg,Deportes,5,1,405.49,405.49,2025-12-22
199,44,Inteligencia Artificial,Libros,5,3,151.8,455.4,2025-09-18
470,24,Organizador Cocina,Hogar,5,3,86.18,258.54,2025-08-16
268,30,Macetas Decorativas,Hogar,2,1,305.83,305.83,2025-12-07
291,21,Lámpara LED,Hogar,5,3,404.85,1214.55,2025-12-19
403,21,Lámpara LED,Hogar,5,2,404.85,809.7,2025-10-07
336,26,Alfombra Moderna,Hogar,3,2,174.93,349.86,2025-10-02
74,1,Laptop HP,Electrónica,3,2,323.32,646.64,2025-07-21
122,43,Sapiens,Libros,5,2,121.67,243.34,2026-01-08
173,1,Laptop HP,Electrónica,4,2,323.32,646.64,2025-09-10
440,19,Shorts Deportivos,Ropa,5,1,406.62,406.62,2025-12-10
154,47,1984,Libros,5,2,59.49,118.98,2025-11-06
374,4,"Monitor 24""",Electrónica,3,2,119.37,238.74,2025-11-20
468,47,1984,Libros,5,3,59.49,178.47,2025-10-10
421,40,Kit Yoga Completo,Deportes,3,3,292.9,878.7,2025-09-06
207,6,Webcam HD,Electrónica,4,1,341.58,341.58,2025-12-30
128,49,Clean Code,Libros,5,3,321.49,964.47,2025-11-24
141,46,Data Science Handbook,Libros,5,3,124.07,372.21,2025-12-13
349,8,Cargador USB-C,Electrónica,5,2,52.6,105.2,2025-11-29
492,15,Vestido Casual,Ropa,5,2,328.44,656.88,2025-10-17
84,11,Camiseta Deportiva,Ropa,4,3,117.13,351.39,2025-12-21
146,48,Deep Learning,Libros,4,3,146.21,438.63,2025-11-20
439,7,Tablet Android,Electrónica,5,2,447.17,894.34,2025-07-31
210,4,"Monitor 24""",Electrónica,3,1,119.37,119.37,2025-08-01
89,16,Pantalón Formal,Ropa,4,3,277.02,831.06,2025-10-27
365,8,Cargador USB-C,Electrónica,5,2,52.6,105.2,2025-10-09
437,9,Hub USB,Electrónica,4,2,216.74,433.48,2025-07-24
267,19,Shorts Deportivos,Ropa,3,1,406.62,406.62,2026-01-12
262,25,Espejo de Pared,Hogar,5,2,479.03,958.06,2025-08-23
332,50,El Principito,Libros,4,1,188.77,188.77,2025-09-12
33,40,Kit Yoga Completo,Deportes,5,2,292.9,585.8,2025-11-08
336,17,Sudadera con Capucha,Ropa,4,2,118.02,236.04,2025-11-26
